SMK Order,Item Name,SMK ID or Item ID,Quantity,Overrun%,Qty with OR%,Cylinder,Around,Repeat,Across,Width,Length,Bottom Gusset (BM),Lip,Zip Header,Web Width (W.W.),lbs/m,Net (ft),Net (lbs),Net (kg),Incl OR (ft),Incl OR (lbs),Incl OR (kg),Film grade,Mil
5222,Fresh Style Cauliflower USA,15268,1000000,0.18,1180000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,630208.3333,11104.65987,5037.040676,743645.8333,13103.49865,5943.707998,"Bag Film - LC, clear",0.9
5223,"Walmart 3lb Granny (10"")",15433,500000,0.2,600000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,423611.1111,6890.503779,3125.512011,508333.3333,8268.604535,3750.614413,Bag Film-General,1.18
5224,"Walmart 3lb Gala (10"")",15434,500000,0.2,600000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,423611.1111,6890.503779,3125.512011,508333.3333,8268.604535,3750.614413,Bag Film-General,1.18
5225,USA Pears 3lb (no MPC logo),15397,160000,0.22,195200,29.25,3,9.75,1,9.5,16.25,0,2,0,34.5,13.21621217,130000,2114.593947,959.173522,158600,2579.804615,1170.191697,"L/LDPE Bag Film - General, high clarity",1.18
5226,Lojo Cabbage USA,15315,500000,0.22,610000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,315104.1667,5552.329937,2518.520338,384427.0833,6773.842523,3072.594812,"Bag Film - LC, clear",0.9
5227,UPC/PLU Caulif USA,14878,500000,0.22,610000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,315104.1667,5552.329937,2518.520338,384427.0833,6773.842523,3072.594812,"Bag Film - LC, clear",0.9
5228,Ready Set Serve Parsley 1lb (non-zip),15334,30000,0.25,37500,24.25,2,12.125,1,12,16,0,0,0,32,18.73272733,30312.5,561.98182,254.9132813,37890.625,702.477275,318.6416016,L/LDPE Bag Film - General,1.45
5229,"Walmart 3lb Gala (10"" - NuPlastiq)",15353,100000,0.22,122000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,84722.22222,1378.100756,625.1024022,103361.1111,1681.282922,762.6249307,Bag Film-General-BioResin,1.18
5230,"Walmart 3lb Gala (10"")",15434,300000,0.22,366000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,254166.6667,4134.302268,1875.307207,310083.3333,5043.848766,2287.874792,Bag Film-General,1.18
5231,Food Lion 3lb Red Delicious,15383,160000,0.22,195200,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,143333.3333,2331.475377,1057.550294,174866.6667,2844.39996,1290.211358,"L/LDPE Bag Film - General, clear",1.18
5232,Ocean Mist Green Onions 5.5oz.,15416,250000,0.25,312500,28.75,5,5.75,1,5.5,15,0,0.25,0,30.25,8.397741651,119791.6667,2099.435413,952.2976561,149739.5833,2624.294266,1190.37207,"Bag Film - General, clear",1.45
5233,Superfresh Apples 3lb (Mexico Export),15289,600000,0.2,720000,32,3,10.66666667,1,10.5,16.375,0,2,0,34.75,14.56353567,533333.3333,8738.1214,3963.585866,640000,10485.74568,4756.303039,"L/LDPE Bag Film - General, clear",1.18
5234,Starr Ranch Apples No Wt (2/3lb),15362,1500000,0.18,1770000,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,1333333.333,21845.3035,9908.964665,1573333.333,25777.45813,11692.5783,"L/LDPE Bag Film - General, clear",1.18
5235,Pam Pak Romaine Hearts 3ct/18oz Mexico,15436,240000,0.25,300000,32,3,10.66666667,1,10.5,13.5,0,0.25,1,29.25,15.58285886,213333.3333,3739.886125,1696.401218,266666.6667,4674.857657,2120.501523,"L/LDPE Bag Film-Zip, clear",1.5
5236,Generic 3lb Apples (Chelan Fr),15347,480000,0.25,600000,30.5,3,10.16666667,1,10,16.5,0,1.75,0,34.75,13.88086993,406666.6667,6662.817567,3022.234223,508333.3333,8328.521959,3777.792778,"L/LDPE Bag Film - General, clear",1.18
5237,Food Lion 3lb Red Delicious,15383,100000,0.25,125000,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,89583.33333,1457.172111,660.9689334,111979.1667,1821.465138,826.2111668,"L/LDPE Bag Film - General, clear",1.18
5238,Food Lion 3lb Gala,15384,100000,0.25,125000,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,89583.33333,1457.172111,660.9689334,111979.1667,1821.465138,826.2111668,"L/LDPE Bag Film - General, clear",1.18
5239,Superfresh 3lb Pears Organic,15231,80000,0.3,104000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,71111.11111,1156.700962,524.6761146,92444.44444,1503.711251,682.078949,"L/LDPE Bag Film - General, high clarity",1.18
5240,"Walmart 3lb Honeycrisp (10"")",15438,500000,0.2,600000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,423611.1111,6890.503779,3125.512011,508333.3333,8268.604535,3750.614413,Bag Film-General,1.18
5241,Generic 3lb Pears (Chelan Fr),15377,150000,0.25,187500,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,127083.3333,2067.151134,937.6536033,158854.1667,2583.938917,1172.067004,"L/LDPE Bag Film - General, clear",1.18
5242,Generic 3lb Apples (Chelan Fr),15347,200000,0.25,250000,30.5,3,10.16666667,1,10,16.5,0,1.75,0,34.75,13.88086993,169444.4444,2776.173986,1259.264259,211805.5556,3470.217483,1574.080324,"L/LDPE Bag Film - General, clear",1.18
5243,Trader Joe's 2lb Gala Organic,15441,160000,0.25,200000,29.75,3,9.916666667,1,9.75,14.5,0,1.5,0,30.5,11.88362246,132222.2222,1901.379594,862.4601259,165277.7778,2376.724492,1078.075157,"L/LDPE Bag Film - General, clear",1.18
5244,Trader Joe's 2lb D'Anjou Organic,15294,160000,0.25,200000,33,4,8.25,1,8,15.75,0,2,0,33.5,10.85880531,110000,1737.40885,788.0834847,137500,2171.761063,985.1043558,"L/LDPE Bag Film - General, clear",1.18
5245,Ready Set Serve Kale 40oz (Boskovich),15335,30000,0.35,40500,28.75,2,14.375,1,14.25,24,0,0.125,0,48.125,33.40010884,35937.5,1002.003265,454.5056995,48515.625,1352.704408,613.5826943,"Bag Film - General, clear",1.45
5246,Aldi's 3lb Gala ORGANIC (Chelan),15260,240000,0.22,292800,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,213333.3333,3495.24856,1585.434346,260266.6667,4264.203243,1934.229903,"L/LDPE Bag Film - General, clear",1.18
5247,Garden Hearts 3ct Romaine Hts (flip),15435,100000,0.25,125000,30.5,3,10.16666667,1,10,0,0,3,0.25,3.5,1.717971343,84722.22222,171.7971343,77.9266689,105902.7778,214.7464178,97.40833613,"L/LDPE Bag Film - General, clear",1.45
5248,Generic Apples 3lb (MPC-Stock),14900,400000,0.2,480000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,355555.5556,5783.504811,2623.380573,426666.6667,6940.205774,3148.056688,"Bag Film - General, clear",1.18
5249,Ocean Mist Cauliflower Bilingual,15351,2000000,0.15,2300000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,1260416.667,22209.31975,10074.08135,1449479.167,25540.71771,11585.19355,"L/LDPE Bag Film - LC, clear",0.9
5250,Ocean Mist Romaine Hearts 3ct Domestic,15374,2000000,0.18,2360000,30.5,3,10.16666667,2,10,14,0,0.25,0,28.25,13.86648298,847222.2222,27732.96596,12579.59084,999722.2222,32724.89983,14843.91719,"L/LDPE Bag Film - General, clear",1.45
5251,Ocean Mist Hearts 3ct/22oz Bilingual,15376,750000,0.25,937500,30.5,3,10.16666667,1,10,14,0,0,1.75,31.5,15.9949056,635416.6667,11996.1792,5441.431191,794270.8333,14995.224,6801.788988,"L/LDPE Bag Film-Zip, clear",1.5
5252,"Ocean Mist 13"" Lettuce Bilingual",15345,5000000,0.15,5750000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,2760416.667,48640.24573,22063.07073,3174479.167,55936.28259,25372.53134,"L/LDPE Bag Film - LC, clear",0.9
5253,Starr Ranch Apples No Wt (2/3lb),15362,1500000,0.18,1770000,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,1333333.333,21845.3035,9908.964665,1573333.333,25777.45813,11692.5783,"L/LDPE Bag Film - General, clear",1.18
6255,"Walmart 3lb Gala (10"")",15434,640000,0.22,780800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,661511.1111,10760.2107,4880.799556,Bag Film-General,1.18
5256,USA Pears 3lb,14734,500000,0.22,610000,29.25,3,9.75,1,9.5,16.375,0,2,0,34.75,13.31198182,406250,6655.99091,3019.137671,495625,8120.30891,3683.347959,"L/LDPE Bag Film - General, high clarity",1.18
5257,Stemilt 3lb Pinata Apples,15429,200000,0.25,250000,21.5,2,10.75,1,10,16.25,0,2,0,34.5,14.57172111,179166.6667,2914.344221,1321.937867,223958.3333,3642.930277,1652.422334,"L/LDPE Bag Film - General, clear",1.18
5258,USA Pears 3lb (no MPC logo),15397,240000,0.22,292800,29.25,3,9.75,1,9.5,16.25,0,2,0,34.5,13.21621217,195000,3171.89092,1438.760283,237900,3869.706922,1755.287545,"L/LDPE Bag Film - General, high clarity",1.18
5260,"Walmart 3lb Honeycrisp (10"")",15438,480000,0.2,576000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,406666.6667,6614.883628,3000.49153,488000,7937.860354,3600.589837,Bag Film-General,1.18
5261,"Walmart 3lb Fuji (10"")",15443,100000,0.25,125000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,84722.22222,1378.100756,625.1024022,105902.7778,1722.625945,781.3780027,Bag Film-General,1.18
5262,Generic Apples 3lb (MPC-Stock),14900,400000,0.2,480000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,355555.5556,5783.504811,2623.380573,426666.6667,6940.205774,3148.056688,"Bag Film - General, clear",1.18
5266,Food Lion 3lb Gala,15384,160000,0.22,195200,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,143333.3333,2331.475377,1057.550294,174866.6667,2844.39996,1290.211358,"L/LDPE Bag Film - General, clear",1.18
5266,Food Lion 3lb Gala,15384,160000,0.22,195200,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,143333.3333,2331.475377,1057.550294,174866.6667,2844.39996,1290.211358,"L/LDPE Bag Film - General, clear",1.18
5268,USA Pears (no wt / 12x20 NWW),15404,480000,0.22,585600,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,485000,10517.78044,4770.833912,591700,12831.69214,5820.417372,"Bag Film - General, clear",1.3
5269,USA Pears 3lb (no MPC logo),15397,240000,0.22,292800,29.25,3,9.75,1,9.5,16.25,0,2,0,34.5,13.21621217,195000,3171.89092,1438.760283,237900,3869.706922,1755.287545,"L/LDPE Bag Film - General, high clarity",1.18
5270,Ocean Mist Green Onions 5.5oz.,15440,250000,0.25,312500,28.75,5,5.75,1,5.5,15,0,0.25,0,30.25,8.397741651,119791.6667,2099.435413,952.2976561,149739.5833,2624.294266,1190.37207,"Bag Film - General, clear",1.45
5271,Ready Set Serve Parsley 1lb (non-zip),15334,30000,0.25,37500,24.25,2,12.125,1,12,16,0,0,0,32,18.73272733,30312.5,561.98182,254.9132813,37890.625,702.477275,318.6416016,L/LDPE Bag Film - General,1.45
5272,USA Pears (no wt / 12x20),15056,240000,0.22,292800,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,242500,5258.890221,2385.416956,295850,6415.846069,2910.208686,"Bag Film - General, clear",1.3
5273,Generic 3lb Apples (Chelan Fr),15347,560000,0.22,683200,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,474444.4444,7717.364233,3500.573452,578822.2222,9415.184364,4270.699612,"L/LDPE Bag Film - General, clear",1.18
5274,Superfresh Apples 3lb (Mexico Export),15289,560000,0.22,683200,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,497777.7778,8096.906736,3672.732802,607288.8889,9878.226218,4480.734019,"L/LDPE Bag Film - General, clear",1.18
5275,Sage 5lb Apples,15409,360000,0.22,439200,32.25,3,10.75,1,10.5,19.875,0,2,0,41.75,21.66876852,322500,7800.756668,3538.400013,393450,9516.923135,4316.848015,"L/LDPE Bag Film - General, clear",1.45
5277,Pam Pak Romaine Hearts 3ct/18oz Mexico,15436,250000,0.25,312500,32,3,10.66666667,1,10.5,13.5,0,0.25,1,29.25,15.58285886,222222.2222,3895.714714,1767.084602,277777.7778,4869.643392,2208.855753,"L/LDPE Bag Film-Zip, clear",1.5
5278,Superfresh 5lb Apples USA,15369,240000,0.22,292800,36,3,12,1,11.75,19.875,0,2,0,41.75,21.68614524,240000,5204.674858,2360.825028,292800,6349.703326,2880.206535,"L/LDPE Bag Film - General, clear",1.3
5273,Generic 3lb Apples (Chelan Fr),15347,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,"L/LDPE Bag Film - General, clear",1.18
5280,"Walmart 3lb Gala (10"")",15434,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,Bag Film-General,1.18
5282,Walmart 5lb Red (NuPlastiq),15448,240000,0.22,292800,34.5,3,11.5,1,11,19.875,0,2,0,41.75,20.78255586,230000,4987.813405,2262.457319,280600,6085.132354,2760.197929,Bag Film-General,1.3
5283,"Walmart 3lb Granny (10"")",15433,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5284,Superfresh Apples 3lb (Mexico Export),15289,1000000,0.2,1200000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1066666.667,17350.51443,7870.141719,"L/LDPE Bag Film - General, clear",1.18
5285,Generic Apples 3lb (MPC-Stock),14900,500000,0.2,600000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,444444.4444,7229.381014,3279.225716,533333.3333,8675.257217,3935.07086,"Bag Film - General, clear",1.18
5286,Good & Gather Green Onions 5.5oz,15449,200000,0.25,250000,28.75,5,5.75,1,5.5,15,0,0,1.25,32.5,9.022367063,95833.33333,1804.473413,818.5037706,119791.6667,2255.591766,1023.129713,"Bag Film - Zip, clear",1.45
5287,Ocean Mist Romaine Hearts 6ct/36oz Bilingual,15375,500000,0.2,600000,38.25,2,19.125,2,19,14,0,0,0,28,29.42013785,398437.5,14710.06892,6672.443493,478125,17652.08271,8006.932191,"L/LDPE Bag Film - General, clear",1.65
5288,Aldi's Honeycrisp 3lb (Chelan),15450,240000,0.22,292800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,203333.3333,3307.441814,1500.245765,248066.6667,4035.079013,1830.299834,Bag Film-General,1.18
5289,Aldi's Honeycrisp 3lb (Chelan),15450,125000,0.25,156250,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,105902.7778,1722.625945,781.3780027,132378.4722,2153.282431,976.7225034,Bag Film-General,1.18
5290,"Walmart 3lb Gala (10"")",15434,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5291,Generic Apples No-Wt. (MPC),15343,240000,0.22,292800,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,242500,5258.890221,2385.416956,295850,6415.846069,2910.208686,L/LDPE Bag Film - General,1.3
5292,Superfresh 5lb Apples USA,15369,300000,0.2,360000,36,3,12,1,11.75,19.875,0,2,0,41.75,21.68614524,300000,6505.843572,2951.031286,360000,7807.012286,3541.237543,"L/LDPE Bag Film - General, clear",1.3
5293,Pure Pacific Cauliflower Organic,15230,400000,0.22,488000,29.75,2,14.875,2,14.5,8.5,6,1.5,0,24.5,10.92111178,247916.6667,4368.444711,1981.513522,302458.3333,5329.502547,2417.446497,"L/LDPE Bag Film - LC, clear",0.9
5294,Boskovich Celery Sleeves,15432,1000000,0.2,1200000,22.25,3,7.416666667,1,7.25,15.5,4,1.5,0,36.5,10.63616133,618055.5556,10636.16133,4824.531132,741666.6667,12763.3936,5789.437358,"L/LDPE Bag Film - General, clear",1.18
5295,"UPC/PLU Lettuce 13"" (Pacific)",15201,1200000,0.18,1416000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,662500,11673.65898,5295.136975,781750,13774.91759,6248.261631,"L/LDPE Bag Film - LC, clear",0.9
5297,Pacific 2hd Lettuce,15192,400000,0.22,488000,33,3,11,1,10.5,16,4.5,1.5,0,38,16.70162821,366666.6667,6680.651284,3030.323543,447333.3333,8150.394566,3696.994723,"L/LDPE Bag Film - General, clear",1.2
5298,UPC/PLU Cauliflower (Pacific),15189,600000,0.18,708000,30.25,2,15.125,2,14.5,8.25,6,1.5,0,24,10.87803416,378125,6526.820497,2960.546356,446187.5,7701.648187,3493.444701,"LLDPE Bag Film - LC, clear",0.9
5299,Starr Ranch Apples No Wt (2/3lb),15362,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"L/LDPE Bag Film - General, clear",1.18
5300,"Walmart 3lb Fuji (10"")",15443,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5301,Generic 3lb Apples (Chelan Fr),15347,560000,0.2,672000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,474444.4444,7717.364233,3500.573452,569333.3333,9260.837079,4200.688143,"L/LDPE Bag Film - General, clear",1.18
5302,Cascade Crest Organic Apples Non-USA (Chelan),15349,150000,0.25,187500,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,133333.3333,2184.53035,990.8964665,166666.6667,2730.662937,1238.620583,"L/LDPE Bag Film - General, clear",1.18
5303,Honeybear 2lb Honeycrisp,15453,100000,0.25,125000,30.5,3,10.16666667,1,9.75,14.5,0,2,0,31,12.38293433,84722.22222,1238.293433,561.6862164,105902.7778,1547.866791,702.1077706,"L/LDPE Bag Film - General, clear",1.18
5304,Honeybear 3lb Honeycrisp,15454,100000,0.25,125000,30.5,3,10.16666667,1,9.75,17,0,2,0,36,14.3801818,84722.22222,1438.01818,652.2807675,105902.7778,1797.522725,815.3509594,"L/LDPE Bag Film - General, clear",1.18
5305,Generic Apples 3lb (MPC-Stock),14900,500000,0.2,600000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,444444.4444,7229.381014,3279.225716,533333.3333,8675.257217,3935.07086,"Bag Film - General, clear",1.18
5306,"Ocean Mist 13"" Lettuce Bilingual",15345,5000000,0.15,5750000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,2760416.667,48640.24573,22063.07073,3174479.167,55936.28259,25372.53134,"L/LDPE Bag Film - LC, clear",0.9
5307,Ocean Mist Hearts 3ct/22oz Bilingual,15376,750000,0.25,937500,30.5,3,10.16666667,1,10,14,0,0,1.75,31.5,15.9949056,635416.6667,11996.1792,5441.431191,794270.8333,14995.224,6801.788988,"L/LDPE Bag Film-Zip, clear",1.5
5308,UPC/PLU Cauliflower (OMF),15447,1000000,0.18,1180000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,630208.3333,11104.65987,5037.040676,743645.8333,13103.49865,5943.707998,"L/LDPE Bag Film - LC, clear",0.9
5309,Starr Ranch Apples No Wt (5/6lb),15363,500000,0.2,600000,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,505208.3333,10956.02129,4969.618658,606250,13147.22555,5963.54239,"Bag Film - General, clear",1.3
5310,Starr Ranch Apples No Wt (2/3lb),15362,1500000,0.18,1770000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,1333333.333,21688.14304,9837.677149,1573333.333,25592.00879,11608.45904,"L/LDPE Bag Film - General, clear",1.18
5311,Sage 3lb Apples,15019,500000,0.2,600000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,444444.4444,7229.381014,3279.225716,533333.3333,8675.257217,3935.07086,"L/LDPE Bag Film - General, clear",1.18
5312,Unprinted 3lb Apples,15456,240000,0.15,276000,10,1,10,1,10,16.25,0,2,0,34.5,13.5550894,200000,3253.221456,1475.651572,230000,3741.204675,1696.999308,"L/LDPE Bag Film - General, clear",1.18
5313,Ocean Mist Romaine Hearts 3ct Bilingual Organic,15381,500000,0.2,600000,30.5,3,10.16666667,2,10,14,0,0.25,0,28.25,13.86648298,211805.5556,6933.24149,3144.897709,254166.6667,8319.889788,3773.877251,"L/LDPE Bag Film - General, clear",1.45
5314,Generic Cherries PLU 4258 USA,15455,50000,0.3,65000,16.25,2,8.125,2,8,7.5,4,0,2,23,9.022367063,16927.08333,451.1183531,204.6259426,22005.20833,586.4538591,266.0137254,"Bag Film - Zip, clear",1.45
5315,Starr Ranch Apples No Wt (5/6lb),15363,1500000,0.15,1725000,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,1515625,32868.06388,14908.85597,1742968.75,37798.27346,17145.18437,"Bag Film - General, clear",1.3
5316,"Pacific 13"" Lettuce",15361,1200000,0.18,1416000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,662500,11673.65898,5295.136975,781750,13774.91759,6248.261631,"L/LDPE Bag Film - LC, clear",0.9
5317,Pacific Cauliflower Grande,15372,600000,0.2,720000,32,2,16,2,15.25,8.5,6,1.5,0,24.5,11.74707821,400000,7048.246928,3197.063834,480000,8457.896314,3836.476601,"LLDPE Bag Film - LC, clear",0.9
5317,Pacific Cauliflower Grande,15372,600000,0.2,720000,32,2,16,2,15.25,8.5,6,1.5,0,24.5,11.74707821,400000,7048.246928,3197.063834,480000,8457.896314,3836.476601,"LLDPE Bag Film - LC, clear",0.9
5318,Generic Apples 3lb (MPC-Stock),14900,1240000,0.18,1463200,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,1102222.222,17928.86492,8132.479776,1300622.222,21156.0606,9596.326136,"Bag Film - General, clear",1.18
5319,Ocean Mist Green Onions 5.5oz.,15440,250000,0.15,287500,28.75,5,5.75,1,5.5,15,0,0.25,0,30.25,8.397741651,119791.6667,2099.435413,952.2976561,137760.4167,2414.350725,1095.142305,"Bag Film - General, clear",1.45
5320,Superfresh Apples 3lb (Mexico Export),15289,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"L/LDPE Bag Film - General, clear",1.18
5321,Northwest Cherry Promotional Bag (Chelan),15457,110000,0.25,137500,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,14131.94444,228.6859455,103.7312644,17664.93056,285.8574318,129.6640805,"L/LDPE Bag Film-Zip, clear",1.5
5322,Northwest Cherry Promotional Bag (Stemilt),15458,60000,0.25,75000,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,7708.333333,124.7377884,56.58068966,9635.416667,155.9222355,70.72586208,"L/LDPE Bag Film-Zip, clear",1.5
5323,Northwest Cherry Promotional Bag (Domex),15459,42000,0.3,54600,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,5395.833333,87.3164519,39.60648276,7014.583333,113.5113875,51.48842759,"L/LDPE Bag Film-Zip, clear",1.5
5324,Northwest Cherry Promotional Bag (Oppenheimer),15460,29000,0.3,37700,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,3725.694444,60.28993108,27.34733334,4843.402778,78.3769104,35.55153334,"L/LDPE Bag Film-Zip, clear",1.5
5325,Northwest Cherry Promotional Bag (Rainier),15461,75000,0.25,93750,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,9635.416667,155.9222355,70.72586208,12044.27083,194.9027944,88.4073276,"L/LDPE Bag Film-Zip, clear",1.5
5326,Northwest Cherry Promotional Bag (CMI),15462,57000,0.25,71250,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,7322.916667,118.500899,53.75165518,9153.645833,148.1261238,67.18956898,"L/LDPE Bag Film-Zip, clear",1.5
5327,Northwest Cherry Promotional Bag (Oneonta),15463,32000,0.3,41600,18.5,4,4.625,3,4.5,3.75,0,0,0.75,9,2.078963141,4111.111111,66.5268205,30.17636782,5344.444444,86.48486665,39.22927817,"L/LDPE Bag Film-Zip, clear",1.5
5328,Generic Cherries 4258 (Chelan - Old Sonnet),15464,300000,0.25,375000,29.25,3,9.75,2,9.5,9,4,0,0.75,23.5,11.44366197,121875,3433.098592,1557.243306,152343.75,4291.373239,1946.554132,"L/LDPE Bag Film-Zip, clear",1.5
5329,Sage 5lb Apples,15409,420000,0.25,525000,32.25,3,10.75,1,10.5,19.875,0,2,0,41.75,21.66876852,376250,9100.882779,4128.133348,470312.5,11376.10347,5160.166685,"L/LDPE Bag Film - General, clear",1.45
5330,Sage 3lb Apples,15019,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"L/LDPE Bag Film - General, clear",1.18
5331,Unprinted 3lb Apples,15456,240000,0.15,276000,10,1,10,1,10,16.25,0,2,0,34.5,13.5550894,200000,3253.221456,1475.651572,230000,3741.204675,1696.999308,"L/LDPE Bag Film - General, clear",1.18
5332,Ocean Mist Romaine Hearts 3ct Domestic,15374,2000000,0.18,2360000,30.5,3,10.16666667,2,10,14,0,0.25,0,28.25,13.86648298,847222.2222,27732.96596,12579.59084,999722.2222,32724.89983,14843.91719,"L/LDPE Bag Film - General, clear",1.45
5333,"UPC 13"" Lettuce",15344,2000000,0.18,2360000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,1104166.667,19456.09829,8825.228292,1302916.667,22958.19598,10413.76938,"L/LDPE Bag Film - LC, clear",0.9
5334,Pure Pacific Cauliflower Organic,15451,600000,0.2,720000,29.75,2,14.875,2,14.5,8.5,6,1.5,0,24.5,10.92111178,371875,6552.667066,2972.270283,446250,7863.200479,3566.72434,"L/LDPE Bag Film - LC, clear",0.9
5335,Pacific Cauliflower,15213,1200000,0.18,1416000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,756250,13325.59185,6044.448811,892375,15724.19838,7132.449597,"L/LDPE Bag Film - LC, clear",0.9
5336,"Walmart 3lb Fuji (10"")",15443,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,Bag Film-General,1.18
5337,"Walmart 3lb Gala (10"")",15434,600000,0.2,720000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,508333.3333,8268.604535,3750.614413,610000,9922.325442,4500.737296,Bag Film-General,1.18
5338,"Walmart 3lb Honeycrisp (10"")",15438,480000,0.22,585600,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,406666.6667,6614.883628,3000.49153,496133.3333,8070.158026,3660.599667,Bag Film-General,1.18
