SMK Order,Item Name,SMK ID or Item ID,Quantity,Overrun%,Qty with OR%,Cylinder,Around,Repeat,Across,Width,Length,Bottom Gusset (BM),Lip,Zip Header,Web Width (W.W.),lbs/m,Net (ft),Net (lbs),Net (kg),Incl OR (ft),Incl OR (lbs),Incl OR (kg),Film grade,Mil
5339,Trader Joe's Organic Kiwi 1lb (No COO),15418,300000,0.22,366000,25.25,4,6.3125,2,6,11.5,0,1.5,0,24.5,154.4863151,78906.25,46345.89452,21022.35985,96265.625,56541.99131,25647.27901,L/LDPE Bag Film - General,30
5341,Washington State 3lb Apples,15468,200000,0.22,244000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,169444.4444,2756.201512,1250.204804,206722.2222,3362.565844,1525.249861,Bag Film-General,1.18
5342,Generic Cherries PLU 4045 USA,15469,500000,0.25,625000,29.75,3,9.916666667,2,9.5,8,4,0,0.75,21.5,14.19827079,206597.2222,7099.135396,3220.146691,258246.5278,8873.919244,4025.183364,"Bag Film - Zip, clear",2
5343,Generic 3lb Apples (Chelan Fr),15347,750000,0.2,900000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,635416.6667,10335.75567,4688.268016,762500,12402.9068,5625.92162,"L/LDPE Bag Film - General, clear",1.18
5344,Aldi's Honeycrisp 3lb (Chelan),15450,150000,0.22,183000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,127083.3333,2067.151134,937.6536033,155041.6667,2521.924383,1143.937396,Bag Film-General,1.18
5345,"Walmart 3lb Gala (10"")",15434,150000,0.22,183000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,127083.3333,2067.151134,937.6536033,155041.6667,2521.924383,1143.937396,Bag Film-General,1.18
5346,Generic Apples 3lb (MPC-Stock),14900,960000,0.18,1132800,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,853333.3333,13880.41155,6296.113375,1006933.333,16378.88563,7429.413783,"Bag Film - General, clear",1.18
5347,Ocean Mist Romaine Hearts 6ct/36oz Bilingual,15375,500000,0.22,610000,38.25,2,19.125,2,19,14,0,0,0,28,29.42013785,398437.5,14710.06892,6672.443493,486093.75,17946.28409,8140.381061,"L/LDPE Bag Film - General, clear",1.65
5348,Ocean Mist Hearts 3ct/22oz Bilingual,15376,750000,0.25,937500,30.5,3,10.16666667,1,10,14,0,0,1.75,31.5,15.9949056,635416.6667,11996.1792,5441.431191,794270.8333,14995.224,6801.788988,"L/LDPE Bag Film-Zip, clear",1.5
5349,UPC/PLU Cauliflower (OMF),15447,1000000,0.18,1180000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,630208.3333,11104.65987,5037.040676,743645.8333,13103.49865,5943.707998,"L/LDPE Bag Film - LC, clear",0.9
5350,Ocean Mist Cauliflower Bilingual,15351,2000000,0.18,2360000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,1260416.667,22209.31975,10074.08135,1487291.667,26206.9973,11887.416,"L/LDPE Bag Film - LC, clear",0.9
5351,Unprinted 3lb Apples,15456,240000,0.15,276000,10,1,10,1,10,16.25,0,2,0,34.5,13.5550894,200000,3253.221456,1475.651572,230000,3741.204675,1696.999308,"L/LDPE Bag Film - General, clear",1.18
5352,Generic Apples No-Wt. (MPC),15343,480000,0.2,576000,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,485000,10517.78044,4770.833912,582000,12621.33653,5725.000694,L/LDPE Bag Film - General,1.3
5353,Sage 3lb Apples,15019,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"L/LDPE Bag Film - General, clear",1.18
5354,"Walmart 3lb Honeycrisp (10"")",15438,480000,0.22,585600,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,406666.6667,6614.883628,3000.49153,496133.3333,8070.158026,3660.599667,Bag Film-General,1.18
5355,USA Pears (no wt / 12x20 NWW),15404,480000,0.22,585600,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,485000,10517.78044,4770.833912,591700,12831.69214,5820.417372,"Bag Film - General, clear",1.3
5356,"UPC/PLU Lettuce 13"" (Pacific)",15201,1200000,0.18,1416000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,662500,11673.65898,5295.136975,781750,13774.91759,6248.261631,"L/LDPE Bag Film - LC, clear",0.9
5357,Honeybear 3lb Apples,15472,500000,0.25,625000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,423611.1111,6890.503779,3125.512011,529513.8889,8613.129724,3906.890014,Bag Film-General,1.18
5358,Washington State 3lb Apples,15468,200000,0.25,250000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,169444.4444,2756.201512,1250.204804,211805.5556,3445.25189,1562.756005,Bag Film-General,1.18
5359,Unprinted 5lb Apples,15473,600000,0.12,672000,11.75,1,11.75,1,11.75,19.875,0,2,0,41.75,21.23435055,587500,12740.61033,5779.102934,658000,14269.48357,6472.595286,"L/LDPE Bag Film - General, clear",1.3
5360,Walmart 5lb Red (NuPlastiq),15448,175000,0.2,210000,34.5,3,11.5,1,11,19.875,0,2,0,41.75,20.78255586,167708.3333,3636.947275,1649.708462,201250,4364.33673,1979.650154,Bag Film-General - NuPlastiq/Bioresin,1.3
5361,Ocean Mist Green Onions 5.5oz.,15440,250000,0.15,287500,28.75,5,5.75,1,5.5,15,0,0.25,0,30.25,8.397741651,119791.6667,2099.435413,952.2976561,137760.4167,2414.350725,1095.142305,"Bag Film - General, clear",1.45
5362,Trader Joe's 2lb Bartlett Organic,15293,160000,0.25,200000,33,4,8.25,1,8,15.75,0,2,0,33.5,10.85880531,110000,1737.40885,788.0834847,137500,2171.761063,985.1043558,"L/LDPE Bag Film - General, clear",1.18
5363,Trader Joe's 2lb D'Anjou Organic,15294,160000,0.25,200000,33,4,8.25,1,8,15.75,0,2,0,33.5,10.85880531,110000,1737.40885,788.0834847,137500,2171.761063,985.1043558,"L/LDPE Bag Film - General, clear",1.18
5364,"Walmart 3lb Gala (10"")",15434,640000,0.22,780800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,661511.1111,10760.2107,4880.799556,Bag Film-General,1.18
5365,Generic 3lb Apples (Chelan Fr),15347,560000,0.22,683200,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,474444.4444,7717.364233,3500.573452,578822.2222,9415.184364,4270.699612,"L/LDPE Bag Film - General, clear",1.18
5365,Generic 3lb Apples (Chelan Fr),15347,560000,0.22,683200,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,474444.4444,7717.364233,3500.573452,578822.2222,9415.184364,4270.699612,"L/LDPE Bag Film - General, clear",1.18
5366,Generic Apples (NWW stock 3-4lb),15475,160000,0.22,195200,30.5,3,10.16666667,1,10,18,0,2,0,38,15.17908079,135555.5556,2428.652926,1101.629741,165377.7778,2962.95657,1343.988284,Bag Film-General,1.18
5367,Honeybear 2lb Honeycrisp,15453,250000,0.22,305000,30.5,3,10.16666667,1,9.75,14.5,0,2,0,31,12.38293433,211805.5556,3095.733582,1404.215541,258402.7778,3776.79497,1713.14296,"L/LDPE Bag Film - General, clear",1.18
5368,Honeybear 2lb Honeycrisp,15453,100000,0.25,125000,30.5,3,10.16666667,1,9.75,14.5,0,2,0,31,12.38293433,84722.22222,1238.293433,561.6862164,105902.7778,1547.866791,702.1077706,"L/LDPE Bag Film - General, clear",1.18
5369,Generic 3lb Apples (Chelan Fr),15347,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,"L/LDPE Bag Film - General, clear",1.18
5370,Generic Apples 3lb (MPC-Stock),14900,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"Bag Film - General, clear",1.18
5371,Superfresh Apples 3lb,15170,1000000,0.2,1200000,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,895833.3333,14571.72111,6609.689334,1075000,17486.06533,7931.627201,"L/LDPE Bag Film - General, clear",1.18
5372,"Ocean Mist 13"" Lettuce Bilingual",15345,5000000,0.15,5750000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,2760416.667,48640.24573,22063.07073,3174479.167,55936.28259,25372.53134,"L/LDPE Bag Film - LC, clear",0.9
5373,"UPC 13"" Lettuce",15344,2000000,0.18,2360000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,1104166.667,19456.09829,8825.228292,1302916.667,22958.19598,10413.76938,"L/LDPE Bag Film - LC, clear",0.9
5374,Ocean Mist Hearts 3ct/22oz Bilingual,15376,2000000,0.22,2440000,30.5,3,10.16666667,1,10,14,0,0,1.75,31.5,15.9949056,1694444.444,31989.81121,14510.48318,2067222.222,39027.56967,17702.78947,"L/LDPE Bag Film-Zip, clear",1.5
5375,"Walmart 3lb Honeycrisp (10"")",15438,320000,0.22,390400,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,271111.1111,4409.922419,2000.327687,330755.5556,5380.105351,2440.399778,Bag Film-General,1.18
5376,"Walmart 3lb Granny (10"")",15433,240000,0.22,292800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,203333.3333,3307.441814,1500.245765,248066.6667,4035.079013,1830.299834,Bag Film-General,1.18
5377,"Walmart 3lb Gala (10"")",15434,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,Bag Film-General,1.18
5378,"Walmart 3lb Fuji (10"")",15443,80000,0.25,100000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,67777.77778,1102.480605,500.0819217,84722.22222,1378.100756,625.1024022,Bag Film-General,1.18
5379,Starr Ranch Apples No Wt (2/3lb),15476,1500000,0.18,1770000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,1270833.333,20671.51134,9376.536033,1499583.333,24392.38338,11064.31252,"L/LDPE Bag Film - General, clear",1.18
5380,USA Pears 3lb,14734,400000,0.22,488000,29.25,3,9.75,1,9.5,16.375,0,2,0,34.75,13.31198182,325000,5324.792728,2415.310137,396500,6496.247128,2946.678367,"L/LDPE Bag Film - General, high clarity",1.18
5381,Sage 3lb Apples,15019,1000000,0.18,1180000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1048888.889,17061.33919,7738.972691,"L/LDPE Bag Film - General, clear",1.18
5382,Superfresh Apples 3lb (Mexico Export),15478,1500000,0.18,1770000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,1333333.333,21688.14304,9837.677149,1573333.333,25592.00879,11608.45904,"L/LDPE Bag Film - General, clear",1.18
5383,Generic Apples (NWW stock 3-4lb),15475,250000,0.22,305000,30.5,3,10.16666667,1,10,18,0,2,0,38,15.17908079,211805.5556,3794.770197,1721.29647,258402.7778,4629.619641,2099.981693,Bag Film-General,1.18
5384,Ready Set Serve Kale 40oz (Boskovich),15335,50000,0.25,62500,28.75,2,14.375,1,14.25,24,0,0.125,0,48.125,33.40010884,59895.83333,1670.005442,757.5094992,74869.79167,2087.506802,946.886874,"Bag Film - General, clear",1.45
5385,Generic Apples (NWW stock 5-6lb),15479,250000,0.22,305000,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,252604.1667,5478.010647,2484.809329,308177.0833,6683.172989,3031.467381,"Bag Film - General, clear",1.3
5386,Unprinted 3lb Apples,15456,240000,0.15,276000,10,1,10,1,10,16.25,0,2,0,34.5,13.5550894,200000,3253.221456,1475.651572,230000,3741.204675,1696.999308,"L/LDPE Bag Film - General, clear",1.18
5387,Trader Joe's 2lb Fuji Organic,15292,80000,0.25,100000,29.75,3,9.916666667,1,9.75,14.5,0,1.5,0,30.5,11.88362246,66111.11111,950.6897968,431.2300629,82638.88889,1188.362246,539.0375787,"L/LDPE Bag Film - General, clear",1.18
5388,Trader Joe's 2lb Bartlett Organic,15293,230000,0.22,280600,33,4,8.25,1,8,15.75,0,2,0,33.5,10.85880531,158125,2497.525222,1132.870009,192912.5,3046.980771,1382.101411,"L/LDPE Bag Film - General, clear",1.18
5389,Food Lion 3lb Fuji (Gebbers S-1691 0820),15497,80000,0.25,100000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,67777.77778,1102.480605,500.0819217,84722.22222,1378.100756,625.1024022,"L/LDPE Bag Film - General, clear",1.18
5390,Generic Apples (NWW stock 3-4lb),15475,320000,0.22,390400,30.5,3,10.16666667,1,10,18,0,2,0,38,15.17908079,271111.1111,4857.305852,2203.259481,330755.5556,5925.91314,2687.976567,Bag Film-General,1.18
5391,UPC/PLU Cauliflower MEXICO,14757,1500000,0.18,1770000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,945312.5,16656.98981,7555.561014,1115468.75,19655.24798,8915.561996,"L/LDPE Bag Film - LC, clear",0.9
5392,Cascade Crest Organic Apples Non-USA (Chelan),15349,250000,0.22,305000,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,222222.2222,3640.883917,1651.494111,271111.1111,4441.878378,2014.822815,"L/LDPE Bag Film - General, clear",1.18
5393,Cascade Crest Organic Apples Non-USA (Chelan),15349,250000,0.22,305000,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,222222.2222,3640.883917,1651.494111,271111.1111,4441.878378,2014.822815,"L/LDPE Bag Film - General, clear",1.18
5394,Generic 3lb Apples (Chelan Fr),15347,560000,0.2,672000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,474444.4444,7717.364233,3500.573452,569333.3333,9260.837079,4200.688143,"L/LDPE Bag Film - General, clear",1.18
5269,USA Pears 3lb (no MPC logo),15397,240000,0.22,292800,29.25,3,9.75,1,9.5,16.25,0,2,0,34.5,13.21621217,195000,3171.89092,1438.760283,237900,3869.706922,1755.287545,"L/LDPE Bag Film - General, high clarity",1.18
5397,USA Pears (no wt / 12x20),15404,240000,0.22,292800,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,242500,5258.890221,2385.416956,295850,6415.846069,2910.208686,"Bag Film - General, clear",1.3
5398,Sage 3lb Apples,15019,1000000,0.2,1200000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1066666.667,17350.51443,7870.141719,"L/LDPE Bag Film - General, clear",1.18
5399,Superfresh Apples 3lb,15170,1000000,0.2,1200000,21.5,2,10.75,1,10.5,16.25,0,2,0,34.5,14.57172111,895833.3333,14571.72111,6609.689334,1075000,17486.06533,7931.627201,"L/LDPE Bag Film - General, clear",1.18
5400,Generic Apples 3lb (MPC-Stock),14900,480000,0.2,576000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,426666.6667,6940.205774,3148.056688,512000,8328.246928,3777.668025,"Bag Film - General, clear",1.18
5401,Good & Gather Green Onions 5.5oz,15449,250000,0.25,312500,28.75,5,5.75,1,5.5,15,0,0,1.25,32.5,9.022367063,119791.6667,2255.591766,1023.129713,149739.5833,2819.489707,1278.912142,"Bag Film - Zip, clear",1.45
5402,Superfresh Apples 3lb (Mexico Export),15478,1000000,0.2,1200000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,888888.8889,14458.76203,6558.451433,1066666.667,17350.51443,7870.141719,"L/LDPE Bag Film - General, clear",1.18
5403,Maristone Greenhouse Produce (small),14764,50000,0.25,62500,20.25,2,10.125,1,10,13,0,0,0.75,27.5,15.76078813,42187.5,788.0394067,357.45233,52734.375,985.0492583,446.8154125,"L/LDPE Bag Film - Zip, clear",1.7
5404,"Walmart 3lb Granny (10"")",15433,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5405,Ready Set Serve Parsley 1lb (non-zip),15334,50000,0.22,61000,24.25,2,12.125,1,12,16,0,0,0,32,18.73272733,50520.83333,936.6363667,424.8554689,61635.41667,1142.696367,518.323672,L/LDPE Bag Film - General,1.45
5406,Walmart 5lb Red (NuPlastiq),15448,200000,0.22,244000,34.5,3,11.5,1,11,19.875,0,2,0,41.75,20.78255586,191666.6667,4156.511171,1885.381099,233833.3333,5070.943629,2300.164941,Bag Film-General,1.3
5407,"Walmart 3lb Gala (10"")",15434,330000,0.22,402600,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,279583.3333,4547.732494,2062.837927,341091.6667,5548.233643,2516.662271,Bag Film-General,1.18
5408,"Walmart 3lb Granny (10"")",15433,300000,0.22,366000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,254166.6667,4134.302268,1875.307207,310083.3333,5043.848766,2287.874792,Bag Film-General,1.18
5409,"Walmart 3lb Fuji (10"")",15443,330000,0.22,402600,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,279583.3333,4547.732494,2062.837927,341091.6667,5548.233643,2516.662271,Bag Film-General,1.18
5410,"Walmart 3lb Honeycrisp (10"")",15438,250000,0.22,305000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,211805.5556,3445.25189,1562.756005,258402.7778,4203.207305,1906.562327,Bag Film-General,1.18
5411,"UPC/PLU Lettuce 13"" (Pacific)",15201,1200000,0.18,1416000,26.5,2,13.25,2,13,8.5,6,1.5,0,24.5,9.728049146,662500,11673.65898,5295.136975,781750,13774.91759,6248.261631,"L/LDPE Bag Film - LC, clear",0.9
5412,Sage 3lb Apples,15019,1500000,0.2,1800000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,1333333.333,21688.14304,9837.677149,1600000,26025.77165,11805.21258,"L/LDPE Bag Film - General, clear",1.18
5413,Unprinted 3lb Apples,15456,320000,0.15,368000,9.5,1,9.5,1,9.5,16.25,0,2,0,34.5,12.87733493,253333.3333,4120.747178,1869.158658,291333.3333,4738.859255,2149.532457,"L/LDPE Bag Film - General, clear",1.18
5414,Pure Pacific Organic Celery Sleeves,15486,750000,0.2,900000,28.75,4,7.1875,1,7,17,2,1.5,0,37.5,10.5899136,449218.75,7942.435196,3602.664972,539062.5,9530.922236,4323.197966,"L/LDPE Bag Film - General, clear",1.18
5415,Andy Boy Cauliflower - Salinas,15442,2500000,0.15,2875000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,1575520.833,27761.64969,12592.60169,1811848.958,31925.89714,14481.49194,L/LDPE Bag Film - LC,0.9
5416,Andy Boy Cauliflower - Yuma,15477,2500000,0.15,2875000,30.25,2,15.125,2,14.75,8.5,6,1.5,0,24.5,11.10465987,1575520.833,27761.64969,12592.60169,1811848.958,31925.89714,14481.49194,L/LDPE Bag Film - LC,0.9
5417,Generic Celery Sleeves Mexico,15427,500000,0.2,600000,22.25,3,7.416666667,1,7.25,16.5,3,1.5,0,37.5,10.18671128,309027.7778,5093.355642,2310.330963,370833.3333,6112.026771,2772.397156,"L/LDPE Bag Film - General, clear",1.1
5418,Aldi's 2lb/0.91kg Honeycrisp (Chelan),15306,160000,0.22,195200,29.75,3,9.916666667,1,9.75,14.5,0,1.75,0,30.75,11.9810292,132222.2222,1916.964672,869.5294712,161311.1111,2338.6969,1060.825955,"L/LDPE Bag Film - General, clear",1.18
5419,"Walmart 3lb Gala (10"")",15434,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5420,Aldi's 3lb Gala (Chelan),15252,160000,0.22,195200,32,3,10.66666667,1,10.5,16.5,0,1.75,0,34.75,14.56353567,142222.2222,2330.165707,1056.956231,173511.1111,2842.802162,1289.486602,"L/LDPE Bag Film - General, clear",1.18
5421,Aldi's 3lb Granny (Chelan),15255,160000,0.22,195200,21.5,2,10.75,1,10.5,16.5,0,1.75,0,34.75,14.67731329,143333.3333,2348.370126,1065.213701,174866.6667,2865.011554,1299.560716,"L/LDPE Bag Film - General, clear",1.18
5422,"Walmart 3lb Granny (10"")",15433,640000,0.2,768000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,650666.6667,10583.8138,4800.786449,Bag Film-General,1.18
5423,Generic Apples (NWW stock 3-4lb),15475,240000,0.22,292800,30.5,3,10.16666667,1,10,18,0,2,0,38,15.17908079,203333.3333,3642.979389,1652.444611,248066.6667,4444.434855,2015.982425,Bag Film-General,1.18
5424,Generic Apples 3lb (MPC-Stock),14900,640000,0.2,768000,32,3,10.66666667,1,10.5,16.25,0,2,0,34.5,14.45876203,568888.8889,9253.607698,4197.408917,682666.6667,11104.32924,5036.8907,"Bag Film - General, clear",1.18
5425,Trader Joe's 2lb Gala Organic,15441,160000,0.25,200000,29.75,3,9.916666667,1,9.75,14.5,0,1.5,0,30.5,11.88362246,132222.2222,1901.379594,862.4601259,165277.7778,2376.724492,1078.075157,"L/LDPE Bag Film - General, clear",1.18
5426,USA Pears 3lb,14734,480000,0.22,585600,29.25,3,9.75,1,9.5,16.375,0,2,0,34.75,13.31198182,390000,6389.751274,2898.372164,475800,7795.496554,3536.014041,"L/LDPE Bag Film - General, high clarity",1.18
5427,"Walmart 3lb Honeycrisp (10"")",15438,250000,0.22,305000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,211805.5556,3445.25189,1562.756005,258402.7778,4203.207305,1906.562327,Bag Film-General,1.18
5428,"Walmart 3lb Gala (10"")",15434,700000,0.2,840000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,593055.5556,9646.705291,4375.716815,711666.6667,11576.04635,5250.860178,Bag Film-General,1.18
5429,"Walmart 3lb Fuji (10"")",15443,700000,0.2,840000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,593055.5556,9646.705291,4375.716815,711666.6667,11576.04635,5250.860178,Bag Film-General,1.18
5430,"Walmart 3lb Granny (10"")",15433,700000,0.2,840000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,593055.5556,9646.705291,4375.716815,711666.6667,11576.04635,5250.860178,Bag Film-General,1.18
5431,Walmart 5lb Red,15448,250000,0.22,305000,34.5,3,11.5,1,11,19.875,0,2,0,41.75,20.78255586,239583.3333,5195.638964,2356.726374,292291.6667,6338.679536,2875.206176,Bag Film-General,1.3
5432,Nordic Apples 5lb,15481,180000,0.22,219600,34.5,3,11.5,1,11,19.875,0,2,0,41.75,20.78255586,172500,3740.860054,1696.842989,210450,4563.849266,2070.148447,Bag Film-General,1.3
5433,Superfresh 5lb Apples USA,15369,300000,0.22,366000,36,3,12,1,11.75,19.875,0,2,0,41.75,21.68614524,300000,6505.843572,2951.031286,366000,7937.129158,3600.258168,"L/LDPE Bag Film - General, clear",1.3
5434,Pure Pacific Cauliflower Organic,15493,600000,0.22,732000,29.75,2,14.875,2,14.5,8.5,6,1.5,0,24.5,10.92111178,371875,6552.667066,2972.270283,453687.5,7994.253821,3626.169745,"L/LDPE Bag Film - LC, clear",0.9
5435,Pacific 2hd Lettuce,15494,400000,0.22,488000,33,3,11,1,10.5,16,4.5,1.5,0,38,16.70162821,366666.6667,6680.651284,3030.323543,447333.3333,8150.394566,3696.994723,"L/LDPE Bag Film - General, clear",1.2
5436,Starr Ranch Apples No Wt (2/3lb),15476,1500000,0.2,1800000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,1270833.333,20671.51134,9376.536033,1525000,24805.81361,11251.84324,"L/LDPE Bag Film - General, clear",1.18
5437,Pam Pak Romaine Hearts 3ct/18oz Mexico,15436,1000000,0.22,1220000,21.46,2,10.73,1,10.5,13.5,0,0.25,1,29.25,15.67538208,894166.6667,15675.38208,7110.306668,1090883.333,19123.96614,8674.574135,"L/LDPE Bag Film-Zip, clear",1.5
5438,"Walmart 3lb Honeycrisp (10"")",15438,240000,0.22,292800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,203333.3333,3307.441814,1500.245765,248066.6667,4035.079013,1830.299834,Bag Film-General,1.18
5439,"Walmart 3lb Gala (10"")",15434,400000,0.22,488000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,338888.8889,5512.403023,2500.409609,413444.4444,6725.131688,3050.499723,Bag Film-General,1.18
5440,UPC/PLU Cauliflower (Pacific),15189,1200,0.18,1416,30.25,2,15.125,2,14.5,8.25,6,1.5,0,24,10.87803416,756.25,13.05364099,5.921092713,892.375,15.40329637,6.986889401,"LLDPE Bag Film - LC, clear",0.9
5441,Generic 3lb Apples (Chelan Fr),15347,640000,0.22,780800,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,542222.2222,8819.844837,4000.655374,661511.1111,10760.2107,4880.799556,"L/LDPE Bag Film - General, clear",1.18
5442,Generic Apples (NWW stock 3-4lb),15475,350000,0.22,427000,30.5,3,10.16666667,1,10,18,0,2,0,38,15.17908079,296527.7778,5312.678276,2409.815058,361763.8889,6481.467497,2939.97437,Bag Film-General,1.18
5443,Trader Joe's 2lb D'Anjou Organic,15294,240000,0.22,292800,33,4,8.25,1,8,15.75,0,2,0,33.5,10.85880531,165000,2606.113275,1182.125227,201300,3179.458196,1442.192777,"L/LDPE Bag Film - General, clear",1.18
5444,Generic 3lb Pears (Chelan Fr),15377,250000,0.22,305000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,211805.5556,3445.25189,1562.756005,258402.7778,4203.207305,1906.562327,"L/LDPE Bag Film - General, clear",1.18
5445,Babe Farms Romanesco 1hd,15208,100000,0.22,122000,26.5,2,13.25,1,13,12,6,1.5,0,31.5,13.89721307,110416.6667,1389.721307,630.3734494,134708.3333,1695.459994,769.0556083,"L/LDPE Bag Film - LC, clear",1
5446,New Horizons Specialty Wrap PLU 3320,15399,160000,0.22,195200,26.5,2,13.25,1,13,12,6,1.5,0,31.5,13.89721307,176666.6667,2223.554091,1008.597519,215533.3333,2712.73599,1230.488973,"L/LDPE Bag Film - LC, clear",1
5447,Honeybear Gala 3lb Organic,15492,100000,0.22,122000,30.5,3,10.16666667,1,10,16.25,0,2,0,34.5,13.78100756,84722.22222,1378.100756,625.1024022,103361.1111,1681.282922,762.6249307,Bag Film-General,1.18
5448,Generic Apples No Wt. (FPS - 3lb),15484,320000,0.22,390400,21.5,2,10.75,1,10.5,16.5,0,2,0,35,14.78290547,286666.6667,4730.529751,2145.754219,349733.3333,5771.246296,2617.820147,Bag Film-General,1.18
5449,Generic Apples No Wt. (Rainier - 3lb),15483,320000,0.22,390400,21.5,2,10.75,1,10.5,16.5,0,2,0,35,14.78290547,286666.6667,4730.529751,2145.754219,349733.3333,5771.246296,2617.820147,Bag Film-General,1.18
5450,Generic Apples No Wt (FPS - 5lb),15485,320000,0.22,390400,24.25,2,12.125,1,12,19.875,0,2,0,41.75,21.91204259,323333.3333,7011.853628,3180.555941,394466.6667,8554.461426,3880.278248,"L/LDPE Bag Film - General, clear",1.3
5451,Maristone Greenhouse Produce (Large),14735,50000,0.3,65000,26.5,2,13.25,1,13,15,0,0,0.75,31.5,23.62526221,55208.33333,1181.263111,535.817432,71770.83333,1535.642044,696.5626616,"Bag Film - Zip, clear",1.7
